Ensembl.ID	Gene.Symbol	GNF.GeneAtlas.Specificity
ENSMUSG00000053414	Hunk	TRE
ENSMUSG00000053469	Tg	TRE
ENSMUSG00000053475	Tnfaip6	TRE
ENSMUSG00000053519	Kcnip1	TRE
ENSMUSG00000053522	Lgals7	TRE
ENSMUSG00000053550	Shisa7	TRE
ENSMUSG00000053553	3110082I17Rik	TRE
ENSMUSG00000053626	Tll1	TRE
ENSMUSG00000053675	Tgm5	TRE
ENSMUSG00000053693	Mast1	TRE
ENSMUSG00000053729	Spinkl	TRE
ENSMUSG00000053730	Tmem39b	TRE
ENSMUSG00000053746	Ptrh1	TRE
ENSMUSG00000053825	Ppfia2	TRE
ENSMUSG00000053835	H2-T24	TRE
ENSMUSG00000053846	Lipg	TRE
ENSMUSG00000053856	Dnajc5g	TRE
ENSMUSG00000053868	Gm5142	TRE
ENSMUSG00000053914	Kdm4d	TRE
ENSMUSG00000053930	Shisa6	TRE
ENSMUSG00000053963	6330403A02Rik	TRE
ENSMUSG00000053964	Lgals4	TRE
ENSMUSG00000053977	Cd8a	TRE
ENSMUSG00000054003	Tdrd9	TRE
ENSMUSG00000054034	Tceal5	TRE
ENSMUSG00000054057	A930004D18Rik	TRE
ENSMUSG00000054136	Adm2	TRE
ENSMUSG00000054162	Spock3	TRE
ENSMUSG00000054196	Cthrc1	TRE
ENSMUSG00000054200	O3far1	TRE
ENSMUSG00000054206	Gzmm	TRE
ENSMUSG00000054252	Fgfr3	TRE
ENSMUSG00000054256	Msi1	TRE
ENSMUSG00000054293	A630033H20Rik	TRE
ENSMUSG00000054310	Obox1	TRE
ENSMUSG00000054320	Lrrc36	TRE
ENSMUSG00000054351	4930553M12Rik	TRE
ENSMUSG00000054383	Pnma1	TRE
ENSMUSG00000054387	Mdm4	TRE
ENSMUSG00000054422	Fabp1	TRE
ENSMUSG00000054423	Cadps	TRE
ENSMUSG00000054434	Tmem120b	TRE
ENSMUSG00000054459	Vsnl1	TRE
ENSMUSG00000054474	Thnsl2	TRE
ENSMUSG00000054477	Kcnn2	TRE
ENSMUSG00000054517	Trim65	TRE
ENSMUSG00000054520	Sh3bp2	TRE
ENSMUSG00000054555	Adam12	TRE
ENSMUSG00000054580	Pla2r1	TRE
ENSMUSG00000054594	Oscar	TRE
ENSMUSG00000054612	Mgmt	TRE
ENSMUSG00000054626	Xlr	TRE
ENSMUSG00000054640	Slc8a1	TRE
ENSMUSG00000054641	Mmrn1	TRE
ENSMUSG00000054675	Tmem119	TRE
ENSMUSG00000054679	Srsf12	TRE
ENSMUSG00000054702	Ap1s3	TRE
ENSMUSG00000054708	Ankrd24	TRE
ENSMUSG00000054723	Vmac	TRE
ENSMUSG00000054727	1700013H16Rik	TRE
ENSMUSG00000054728	Phactr1	TRE
ENSMUSG00000054763	Defb42	TRE
ENSMUSG00000054793	Cadm4	TRE
ENSMUSG00000054855	Rnd1	TRE
ENSMUSG00000054863	Fam19a5	TRE
ENSMUSG00000054892	Txk	TRE
ENSMUSG00000054901	Arhgef33	TRE
ENSMUSG00000054905	Stfa3	TRE
ENSMUSG00000054934	Kcnmb4	TRE
ENSMUSG00000054945	Gm9958	TRE
ENSMUSG00000054966	Ifltd1	TRE
ENSMUSG00000054999	Naaladl1	TRE
ENSMUSG00000055003	Lrtm2	TRE
ENSMUSG00000055022	Cntn1	TRE
ENSMUSG00000055026	Gabrg3	TRE
ENSMUSG00000055027	Smyd1	TRE
ENSMUSG00000055067	Smyd3	TRE
ENSMUSG00000055069	Rab39	TRE
ENSMUSG00000055078	Gabra5	TRE
ENSMUSG00000055102	Zfp819	TRE
ENSMUSG00000055114	Anxa13	TRE
ENSMUSG00000055137	5033411D12Rik	TRE
ENSMUSG00000055170	Ifng	TRE
ENSMUSG00000055184	Fam72a	TRE
ENSMUSG00000055202	Zfp811	TRE
ENSMUSG00000055235	Wdr86	TRE
ENSMUSG00000055312	0610012H03Rik	TRE
ENSMUSG00000055333	Fat2	TRE
ENSMUSG00000055357	4933400A11Rik	TRE
ENSMUSG00000055373	Fut9	TRE
ENSMUSG00000055407	Mtap6	TRE
ENSMUSG00000055409	Nell1	TRE
ENSMUSG00000055415	Atp10b	TRE
ENSMUSG00000055421	Pcdh9	TRE
ENSMUSG00000055540	Epha6	TRE
ENSMUSG00000055541	Lair1	TRE
ENSMUSG00000055546	Timd4	TRE
ENSMUSG00000055547	Apobec4	TRE
ENSMUSG00000055561	Spink5	TRE
ENSMUSG00000055567	Unc80	TRE
ENSMUSG00000055602	Tcp10b	TRE
ENSMUSG00000055629	B4galnt4	TRE
ENSMUSG00000055639	Dach1	TRE
ENSMUSG00000055653	Gpc3	TRE
ENSMUSG00000055692	Tmem191c	TRE
ENSMUSG00000055717	Slain1	TRE
ENSMUSG00000055733	Nap1l3	TRE
ENSMUSG00000055745	Ldoc1l	TRE
ENSMUSG00000055748	Gsdmc4	TRE
ENSMUSG00000055782	Abcd2	TRE
ENSMUSG00000055833	1700034H15Rik	TRE
ENSMUSG00000055865	Fam19a3	TRE
ENSMUSG00000055866	Per2	TRE
ENSMUSG00000055912	Tmem150a	TRE
ENSMUSG00000055945	Prr18	TRE
ENSMUSG00000055978	Fut2	TRE
ENSMUSG00000056004	9330182L06Rik	TRE
ENSMUSG00000056018	1700008F21Rik	TRE
ENSMUSG00000056023	Gm9989	TRE
ENSMUSG00000056025	Clca1	TRE
ENSMUSG00000056043	Rgs9bp	TRE
ENSMUSG00000056055	Sag	TRE
ENSMUSG00000056069	Fam105a	TRE
ENSMUSG00000056073	Grik2	TRE
ENSMUSG00000056148	Rdh9	TRE
ENSMUSG00000056158	Car10	TRE
ENSMUSG00000056162	Cndp1	TRE
ENSMUSG00000056174	Col8a2	TRE
ENSMUSG00000056185	Snx32	TRE
ENSMUSG00000056215	Lrguk	TRE
ENSMUSG00000056222	Spock1	TRE
ENSMUSG00000056258	Kcnq3	TRE
ENSMUSG00000056271	Lman1l	TRE
ENSMUSG00000056290	Ms4a4b	TRE
ENSMUSG00000056296	Synpr	TRE
ENSMUSG00000056306	6030405A18Rik	TRE
ENSMUSG00000056367	Actr3b	TRE
ENSMUSG00000056413	Adap1	TRE
ENSMUSG00000056427	Slit3	TRE
ENSMUSG00000056436	Cyct	TRE
ENSMUSG00000056458	Stk30	TRE
ENSMUSG00000056486	Chn1	TRE
ENSMUSG00000056508	1700001K19Rik	TRE
ENSMUSG00000056509	Gm9999	TRE
ENSMUSG00000056531	Ccdc18	TRE
ENSMUSG00000056536	Pign	TRE
ENSMUSG00000056569	Mpz	TRE
ENSMUSG00000056592	Zfp658	TRE
ENSMUSG00000056598	Lrrc48	TRE
ENSMUSG00000056648	Hoxb8	TRE
ENSMUSG00000056656	Apol8	TRE
ENSMUSG00000056666	Retsat	TRE
ENSMUSG00000056671	Prelid2	TRE
ENSMUSG00000056679	Gpr173	TRE
ENSMUSG00000056752	Dnahc9	TRE
ENSMUSG00000056755	Grm7	TRE
ENSMUSG00000056758	Hmga2	TRE
ENSMUSG00000056771	Gm10010	TRE
ENSMUSG00000056832	Ttc26	TRE
ENSMUSG00000056856	Jakmip3	TRE
ENSMUSG00000056880	Gadl1	TRE
ENSMUSG00000056895	Hist3h2ba	TRE
ENSMUSG00000056899	Immp2l	TRE
ENSMUSG00000056900	Usp13	TRE
ENSMUSG00000056912	1700017N19Rik	TRE
ENSMUSG00000056917	Sipa1	TRE
ENSMUSG00000056978	Hamp2	TRE
ENSMUSG00000056987	Fam71d	TRE
ENSMUSG00000057054	Inca1	TRE
ENSMUSG00000057058	Skap1	TRE
ENSMUSG00000057060	Slc35f3	TRE
ENSMUSG00000057068	Fam47e	TRE
ENSMUSG00000057103	Cml1	TRE
ENSMUSG00000057163	Prss2	TRE
ENSMUSG00000057173	Rfx8	TRE
ENSMUSG00000057176	Gm166	TRE
ENSMUSG00000057182	Scn3a	TRE
ENSMUSG00000057219	Armc7	TRE
ENSMUSG00000057228	Aadat	TRE
ENSMUSG00000057230	Aak1	TRE
ENSMUSG00000057246	BC051142	TRE
ENSMUSG00000057265	2900006K08Rik	TRE
ENSMUSG00000057286	St6galnac2	TRE
ENSMUSG00000057337	Chst3	TRE
ENSMUSG00000057346	Apol9b	TRE
ENSMUSG00000057378	Ryr3	TRE
ENSMUSG00000057400	Ces1c	TRE
ENSMUSG00000057425	Ugt2b37	TRE
ENSMUSG00000057454	Lypd3	TRE
ENSMUSG00000057455	Rit2	TRE
ENSMUSG00000057457	Phex	TRE
ENSMUSG00000057534	Gm15698	TRE
ENSMUSG00000057604	Lmcd1	TRE
ENSMUSG00000057715	A830018L16Rik	TRE
ENSMUSG00000057716	Gm5567	TRE
ENSMUSG00000057719	Sh3rf2	TRE
ENSMUSG00000057729	Prtn3	TRE
ENSMUSG00000057751	Megf6	TRE
ENSMUSG00000057816	1700007G11Rik	TRE
ENSMUSG00000057836	Xlr3a	TRE
ENSMUSG00000057895	Zfp105	TRE
ENSMUSG00000057897	Camk2b	TRE
ENSMUSG00000057914	Cacnb2	TRE
ENSMUSG00000057948	Unc13d	TRE
ENSMUSG00000057967	Fgf18	TRE
ENSMUSG00000058046	4933430I17Rik	TRE
ENSMUSG00000058070	Eml1	TRE
ENSMUSG00000058099	Nfam1	TRE
ENSMUSG00000058147	Xlr3c	TRE
ENSMUSG00000058152	Chsy3	TRE
ENSMUSG00000058153	Sez6l	TRE
ENSMUSG00000058173	BC017612	TRE
ENSMUSG00000058174	Gm5148	TRE
ENSMUSG00000058183	Mmel1	TRE
ENSMUSG00000058216	BC021614	TRE
ENSMUSG00000058248	Kcnh1	TRE
ENSMUSG00000058328	Xlr5a	TRE
ENSMUSG00000058396	Gpr182	TRE
ENSMUSG00000058400	Qrfpr	TRE
ENSMUSG00000058420	Syt17	TRE
ENSMUSG00000058427	Cxcl2	TRE
ENSMUSG00000058441	Panx2	TRE
ENSMUSG00000058470	Gm8369	TRE
ENSMUSG00000058488	Kl	TRE
ENSMUSG00000058498	Rnf207	TRE
ENSMUSG00000058571	Gpc6	TRE
ENSMUSG00000058589	Anks1b	TRE
ENSMUSG00000058620	Adra2b	TRE
ENSMUSG00000058740	Kcnt1	TRE
ENSMUSG00000058743	Kcnj14	TRE
ENSMUSG00000058755	Osm	TRE
ENSMUSG00000058794	Nfe2	TRE
ENSMUSG00000058806	Col13a1	TRE
ENSMUSG00000058818	Lilrb3	TRE
ENSMUSG00000058831	Opn1sw	TRE
ENSMUSG00000058886	Deaf1	TRE
ENSMUSG00000058897	Col25a1	TRE
ENSMUSG00000058925	1700011I03Rik	TRE
ENSMUSG00000058935	1700018C11Rik	TRE
ENSMUSG00000058952	Cfi	TRE
ENSMUSG00000058966	Fam57b	TRE
ENSMUSG00000058975	Kcnc1	TRE
ENSMUSG00000059013	Sh2d3c	TRE
ENSMUSG00000059049	Frem1	TRE
ENSMUSG00000059089	Fcgr4	TRE
ENSMUSG00000059108	Ifitm6	TRE
ENSMUSG00000059114	Gm6772	TRE
ENSMUSG00000059146	Ntrk3	TRE
ENSMUSG00000059173	Pde1a	TRE
ENSMUSG00000059187	Fam19a1	TRE
ENSMUSG00000059327	Eda	TRE
ENSMUSG00000059336	Slc14a1	TRE
ENSMUSG00000059395	Nkapl	TRE
ENSMUSG00000059412	Fxyd2	TRE
ENSMUSG00000059434	Gckr	TRE
ENSMUSG00000059456	Ptk2b	TRE
ENSMUSG00000059479	B3gnt8	TRE
ENSMUSG00000059540	Tcea2	TRE
ENSMUSG00000059657	Stfa2l1	TRE
ENSMUSG00000059741	Myl3	TRE
ENSMUSG00000059791	Nrm	TRE
ENSMUSG00000059834	Sclt1	TRE
ENSMUSG00000059839	Zfp874b	TRE
ENSMUSG00000059852	Kcng2	TRE
ENSMUSG00000059854	Hydin	TRE
ENSMUSG00000059857	Ntng1	TRE
ENSMUSG00000059891	Tsks	TRE
ENSMUSG00000059898	Dsc3	TRE
ENSMUSG00000059900	Tmem40	TRE
ENSMUSG00000059921	Unc5c	TRE
ENSMUSG00000059939	9430015G10Rik	TRE
ENSMUSG00000059970	Hspa2	TRE
ENSMUSG00000059974	Ntm	TRE
ENSMUSG00000059991	Nptx2	TRE
ENSMUSG00000059994	Fcrl1	TRE
ENSMUSG00000060131	Atp8b4	TRE
ENSMUSG00000060176	Kif27	TRE
ENSMUSG00000060188	Cxcl17	TRE
ENSMUSG00000060212	Pcnxl2	TRE
ENSMUSG00000060224	Pyroxd2	TRE
ENSMUSG00000060260	Pwwp2b	TRE
ENSMUSG00000060314	Zfp941	TRE
ENSMUSG00000060371	Caln1	TRE
ENSMUSG00000060402	Chst8	TRE
ENSMUSG00000060441	Trim5	TRE
ENSMUSG00000060445	Sycp2	TRE
ENSMUSG00000060459	Kng2	TRE
ENSMUSG00000060470	Gpr97	TRE
ENSMUSG00000060487	Samd5	TRE
ENSMUSG00000060508	Nlrp9b	TRE
ENSMUSG00000060509	Xcr1	TRE
ENSMUSG00000060572	Mfap2	TRE
ENSMUSG00000060594	Layn	TRE
ENSMUSG00000060615	Ang4	TRE
ENSMUSG00000060715	1700019A02Rik	TRE
ENSMUSG00000060726	Tmsb15a	TRE
ENSMUSG00000060798	Intu	TRE
ENSMUSG00000060843	Ctnna3	TRE
ENSMUSG00000060882	Kcnd2	TRE
ENSMUSG00000060924	Csmd1	TRE
ENSMUSG00000060950	Trmt61a	TRE
ENSMUSG00000060962	Dmkn	TRE
ENSMUSG00000060988	Galnt13	TRE
ENSMUSG00000061048	Cdh3	TRE
ENSMUSG00000061080	Lsamp	TRE
ENSMUSG00000061082	Plac1	TRE
ENSMUSG00000061099	Gapdhs	TRE
ENSMUSG00000061126	Cyp4f39	TRE
ENSMUSG00000061186	Sfmbt2	TRE
ENSMUSG00000061259	Tmprss11d	TRE
ENSMUSG00000061298	Agbl4	TRE
ENSMUSG00000061311	Rag1	TRE
ENSMUSG00000061322	Dnaic1	TRE
ENSMUSG00000061393	Acvr2b	TRE
ENSMUSG00000061451	Tmem151a	TRE
ENSMUSG00000061458	Nol10	TRE
ENSMUSG00000061462	Obscn	TRE
ENSMUSG00000061517	Sox21	TRE
ENSMUSG00000061531	Fam23a	TRE
ENSMUSG00000061533	4930534B04Rik	TRE
ENSMUSG00000061535	C1qtnf7	TRE
ENSMUSG00000061540	Orm2	TRE
ENSMUSG00000061576	Dpp6	TRE
ENSMUSG00000061577	Gpr114	TRE
ENSMUSG00000061601	Pclo	TRE
ENSMUSG00000061607	Mdc1	TRE
ENSMUSG00000061718	Ppp1r1b	TRE
ENSMUSG00000061723	Tnnt3	TRE
ENSMUSG00000061740	Cyp2d22	TRE
ENSMUSG00000061802	Armc4	TRE
ENSMUSG00000061825	Ces2c	TRE
ENSMUSG00000061878	Sphk1	TRE
ENSMUSG00000061882	Ccdc62	TRE
ENSMUSG00000061911	Myt1l	TRE
ENSMUSG00000061923	Odf1	TRE
ENSMUSG00000061947	Serpina10	TRE
ENSMUSG00000061959	Ces1e	TRE
ENSMUSG00000062007	Hsh2d	TRE
ENSMUSG00000062012	Zfp13	TRE
ENSMUSG00000062017	Abca14	TRE
ENSMUSG00000062028	Irgc1	TRE
ENSMUSG00000062040	Zfp27	TRE
ENSMUSG00000062046	5730460C07Rik	TRE
ENSMUSG00000062082	Cd200r4	TRE
ENSMUSG00000062151	Unc13c	TRE
ENSMUSG00000062154	1700061J05Rik	TRE
ENSMUSG00000062157	Il28ra	TRE
ENSMUSG00000062170	Fmr1nb	TRE
ENSMUSG00000062257	Opcml	TRE
ENSMUSG00000062296	Trank1	TRE
ENSMUSG00000062310	Glrp1	TRE
ENSMUSG00000062372	Otof	TRE
ENSMUSG00000062380	Tubb3	TRE
ENSMUSG00000062393	Dgkk	TRE
ENSMUSG00000062438	Adam1b	TRE
ENSMUSG00000062478	Ctrc	TRE
ENSMUSG00000062510	Nsl1	TRE
ENSMUSG00000062519	Zfp398	TRE
ENSMUSG00000062524	Ncr1	TRE
ENSMUSG00000062542	Syt9	TRE
ENSMUSG00000062545	Tlr12	TRE
ENSMUSG00000062563	Cys1	TRE
ENSMUSG00000062590	Armc9	TRE
ENSMUSG00000062591	Tubb4a	TRE
ENSMUSG00000062609	Kcnj15	TRE
ENSMUSG00000062713	Sim2	TRE
ENSMUSG00000062729	Ppox	TRE
ENSMUSG00000062760	1810041L15Rik	TRE
ENSMUSG00000062773	Tex101	TRE
ENSMUSG00000062778	Chia	TRE
ENSMUSG00000062785	Kcnc3	TRE
ENSMUSG00000062906	Hdac10	TRE
ENSMUSG00000062939	Stat4	TRE
ENSMUSG00000062980	A430107O13Rik	TRE
ENSMUSG00000063049	Ing2	TRE
ENSMUSG00000063060	Sox7	TRE
ENSMUSG00000063142	Kcnma1	TRE
ENSMUSG00000063145	Bbs5	TRE
ENSMUSG00000063157	Csn2	TRE
ENSMUSG00000063193	Cd300lb	TRE
ENSMUSG00000063232	Serpina11	TRE
ENSMUSG00000063234	Gpr84	TRE
ENSMUSG00000063239	Grm4	TRE
ENSMUSG00000063296	Tmem117	TRE
ENSMUSG00000063430	Wscd2	TRE
ENSMUSG00000063434	Sorcs3	TRE
ENSMUSG00000063446	E130309F12Rik	TRE
ENSMUSG00000063522	2010109I03Rik	TRE
ENSMUSG00000063564	Col23a1	TRE
ENSMUSG00000063568	Jazf1	TRE
ENSMUSG00000063626	Unc5d	TRE
ENSMUSG00000063632	Sox11	TRE
ENSMUSG00000063681	Crb1	TRE
ENSMUSG00000063698	Sfxn4	TRE
ENSMUSG00000063727	Tnfrsf11b	TRE
ENSMUSG00000063730	Hsd3b2	TRE
ENSMUSG00000063810	Alms1	TRE
ENSMUSG00000063887	Nlgn1	TRE
ENSMUSG00000063919	Srrm4	TRE
ENSMUSG00000063932	Poteg	TRE
ENSMUSG00000063935	Zar1	TRE
ENSMUSG00000063972	Nr6a1	TRE
ENSMUSG00000063975	Slco1a5	TRE
ENSMUSG00000064057	Scgb3a1	TRE
ENSMUSG00000064080	Fbln2	TRE
ENSMUSG00000064109	Hcst	TRE
ENSMUSG00000064115	Cadm2	TRE
ENSMUSG00000064120	Mocs1	TRE
ENSMUSG00000064125	BC068157	TRE
ENSMUSG00000064147	Rab44	TRE
ENSMUSG00000064158	Izumo1	TRE
ENSMUSG00000064177	Ghrl	TRE
ENSMUSG00000064179	Tnnt1	TRE
ENSMUSG00000064202	4430402I18Rik	TRE
ENSMUSG00000064225	Paqr9	TRE
ENSMUSG00000064246	Chi3l1	TRE
ENSMUSG00000064247	Plcxd1	TRE
ENSMUSG00000064264	Zfp428	TRE
ENSMUSG00000064267	Hvcn1	TRE
ENSMUSG00000064280	Ccdc146	TRE
ENSMUSG00000064293	Cntn4	TRE
ENSMUSG00000064299	4921528I07Rik	TRE
ENSMUSG00000064307	Lrrc51	TRE
ENSMUSG00000064329	Scn1a	TRE
ENSMUSG00000064330	Pde6h	TRE
ENSMUSG00000065987	Cd209b	TRE
ENSMUSG00000066090	Insl5	TRE
ENSMUSG00000066097	Cyp2j11	TRE
ENSMUSG00000066113	Adamtsl1	TRE
ENSMUSG00000066129	Kndc1	TRE
ENSMUSG00000066175	2510046G10Rik	TRE
ENSMUSG00000066196	Spag8	TRE
ENSMUSG00000066361	Serpina3c	TRE
ENSMUSG00000066392	Nrxn3	TRE
ENSMUSG00000066438	3830431G21Rik	TRE
ENSMUSG00000066643	Wdr35	TRE
ENSMUSG00000066682	Pilrb2	TRE
ENSMUSG00000066684	Pilrb1	TRE
ENSMUSG00000066704	Cyp2b19	TRE
ENSMUSG00000066760	Psg16	TRE
ENSMUSG00000066838	Zfp772	TRE
ENSMUSG00000066842	Hmcn1	TRE
ENSMUSG00000066975	Cryba4	TRE
ENSMUSG00000067001	Serpinb7	TRE
ENSMUSG00000067006	Serpinb5	TRE
ENSMUSG00000067149	Igj	TRE
ENSMUSG00000067206	Lrrc66	TRE
ENSMUSG00000067219	Nipal1	TRE
ENSMUSG00000067220	Cnga1	TRE
ENSMUSG00000067229	Cyp2c66	TRE
ENSMUSG00000067235	H2-Q10	TRE
ENSMUSG00000067242	Lgi1	TRE
ENSMUSG00000067297	2010002M12Rik	TRE
ENSMUSG00000067341	H2-Eb2	TRE
ENSMUSG00000067367	Lyar	TRE
ENSMUSG00000067571	Ms4a15	TRE
ENSMUSG00000067577	A430093F15Rik	TRE
ENSMUSG00000067591	Klra3	TRE
ENSMUSG00000067599	Klra7	TRE
ENSMUSG00000067613	5430421N21Rik	TRE
ENSMUSG00000067653	Ankrd23	TRE
ENSMUSG00000067702	Tuba3a	TRE
ENSMUSG00000067780	Pi15	TRE
ENSMUSG00000067795	4930444P10Rik	TRE
ENSMUSG00000068105	Tnfrsf13c	TRE
ENSMUSG00000068129	Cst7	TRE
ENSMUSG00000068154	Insm1	TRE
ENSMUSG00000068196	Col8a1	TRE
ENSMUSG00000068227	Il2rb	TRE
ENSMUSG00000068245	D14Ertd668e	TRE
ENSMUSG00000068246	Apol9a	TRE
ENSMUSG00000068250	Amn1	TRE
ENSMUSG00000068252	Apol7b	TRE
ENSMUSG00000068270	Shroom4	TRE
ENSMUSG00000068299	1700019G17Rik	TRE
ENSMUSG00000068323	Slc4a5	TRE
ENSMUSG00000068327	Tlx2	TRE
ENSMUSG00000068373	D430041D05Rik	TRE
ENSMUSG00000068522	Aard	TRE
ENSMUSG00000068551	Zfp467	TRE
ENSMUSG00000068587	Mgam	TRE
ENSMUSG00000068600	Hemt1	TRE
ENSMUSG00000068696	Gpr88	TRE
ENSMUSG00000068699	Flnc	TRE
ENSMUSG00000068740	Celsr2	TRE
ENSMUSG00000068745	Mybphl	TRE
ENSMUSG00000068748	Ptprz1	TRE
ENSMUSG00000068758	Il3ra	TRE
ENSMUSG00000068860	Gm128	TRE
ENSMUSG00000068923	Syt11	TRE
ENSMUSG00000069041	Slc25a31	TRE
ENSMUSG00000069072	Slc7a14	TRE
ENSMUSG00000069132	Nxph2	TRE
ENSMUSG00000069170	Gpr98	TRE
ENSMUSG00000069189	Zdhhc11	TRE
ENSMUSG00000069378	Prdm6	TRE
ENSMUSG00000069441	Dsg1a	TRE
ENSMUSG00000069631	Strada	TRE
ENSMUSG00000069633	Pex11c	TRE
ENSMUSG00000069712	4930444G20Rik	TRE
ENSMUSG00000069713	4933406P04Rik	TRE
ENSMUSG00000069733	Ube2u	TRE
ENSMUSG00000069763	Tmem100	TRE
ENSMUSG00000069792	Gm11428	TRE
ENSMUSG00000069805	Fbp1	TRE
ENSMUSG00000069806	Cacng7	TRE
ENSMUSG00000069814	E130309D14Rik	TRE
ENSMUSG00000069835	Sat2	TRE
ENSMUSG00000069873	4930438A08Rik	TRE
ENSMUSG00000069910	Ccdc99	TRE
ENSMUSG00000069911	Fam196b	TRE
ENSMUSG00000069920	B3gnt9-ps	TRE
ENSMUSG00000069971	4933402J07Rik	TRE
ENSMUSG00000070034	Sp110	TRE
ENSMUSG00000070280	Slc22a14	TRE
ENSMUSG00000070283	Ndufaf3	TRE
ENSMUSG00000070291	Ddx43	TRE
ENSMUSG00000070304	Scn2b	TRE
ENSMUSG00000070313	A630095E13Rik	TRE
ENSMUSG00000070331	Qrich2	TRE
ENSMUSG00000070332	4933422H20Rik	TRE
ENSMUSG00000070345	Hsf5	TRE
ENSMUSG00000070385	Ampd1	TRE
ENSMUSG00000070427	Il18bp	TRE
ENSMUSG00000070469	Adamtsl3	TRE
ENSMUSG00000070471	Fam194a	TRE
ENSMUSG00000070501	BC094916	TRE
ENSMUSG00000070509	Rgma	TRE
ENSMUSG00000070531	Wfdc6b	TRE
ENSMUSG00000070570	Slc17a7	TRE
ENSMUSG00000070576	Mn1	TRE
ENSMUSG00000070644	Etnk2	TRE
ENSMUSG00000070645	Ren1	TRE
ENSMUSG00000070686	C87414	TRE
ENSMUSG00000070691	Runx3	TRE
ENSMUSG00000070709	1700049G17Rik	TRE
ENSMUSG00000070732	Rbm44	TRE
ENSMUSG00000070802	Pnmal2	TRE
ENSMUSG00000070803	Cited4	TRE
ENSMUSG00000070806	Zmynd12	TRE
ENSMUSG00000070808	Gltscr1	TRE
ENSMUSG00000070822	Zscan18	TRE
ENSMUSG00000070866	Zfp804a	TRE
ENSMUSG00000070867	Gm12824	TRE
ENSMUSG00000070880	Gad1	TRE
ENSMUSG00000070883	4930578N16Rik	TRE
ENSMUSG00000070942	Il1rl2	TRE
ENSMUSG00000070999	Ccin	TRE
ENSMUSG00000071005	Ccl19	TRE
ENSMUSG00000071073	Gm88	TRE
ENSMUSG00000071103	1700029J07Rik	TRE
ENSMUSG00000071178	Serpina1b	TRE
ENSMUSG00000071229	Timm8a2	TRE
ENSMUSG00000071317	Bves	TRE
ENSMUSG00000071324	Armc2	TRE
ENSMUSG00000071347	C1qtnf9	TRE
ENSMUSG00000071424	Grid2	TRE
ENSMUSG00000071454	Dtnb	TRE
ENSMUSG00000071470	Ccnb1ip1	TRE
ENSMUSG00000071553	Cpa2	TRE
ENSMUSG00000071561	BC100530	TRE
ENSMUSG00000071562	Stfa1	TRE
ENSMUSG00000071645	Tut1	TRE
ENSMUSG00000071648	Rom1	TRE
ENSMUSG00000071656	Lrrn4cl	TRE
ENSMUSG00000071658	Gng3	TRE
ENSMUSG00000071661	Zbtb3	TRE
ENSMUSG00000071669	Snx29	TRE
ENSMUSG00000071711	Mpst	TRE
ENSMUSG00000071713	Csf2rb	TRE
ENSMUSG00000071714	Csf2rb2	TRE
ENSMUSG00000071716	Apol7e	TRE
ENSMUSG00000071722	Spin4	TRE
ENSMUSG00000071724	Gm10345	TRE
ENSMUSG00000071862	Lrrtm2	TRE
ENSMUSG00000072082	Ccnf	TRE
ENSMUSG00000072244	Trim6	TRE
ENSMUSG00000072295	Als2cr11	TRE
ENSMUSG00000072437	Nanos1	TRE
ENSMUSG00000072596	Ear2	TRE
ENSMUSG00000072601	Ear1	TRE
ENSMUSG00000072620	Slfn2	TRE
ENSMUSG00000072647	Adam1a	TRE
ENSMUSG00000072663	Spef2	TRE
ENSMUSG00000072672	Gm10391	TRE
ENSMUSG00000072693	Gm10401	TRE
ENSMUSG00000072694	1500011B03Rik	TRE
ENSMUSG00000072754	Gm1679	TRE
ENSMUSG00000072770	Acrbp	TRE
ENSMUSG00000072919	4933437F05Rik	TRE
ENSMUSG00000072966	Gprasp2	TRE
ENSMUSG00000072974	Gm4787	TRE
ENSMUSG00000072980	Oip5	TRE
ENSMUSG00000073000	Gm10451	TRE
ENSMUSG00000073008	Gpr174	TRE
ENSMUSG00000073096	Lrrc61	TRE
ENSMUSG00000073125	Xlr3b	TRE
ENSMUSG00000073176	Zfp449	TRE
ENSMUSG00000073226	Gm10482	TRE
ENSMUSG00000073374	C030034I22Rik	TRE
ENSMUSG00000073400	Trim10	TRE
ENSMUSG00000073424	Cyp4f15	TRE
ENSMUSG00000073460	Pnldc1	TRE
ENSMUSG00000073490	AI607873	TRE
ENSMUSG00000073491	Pydc4	TRE
ENSMUSG00000073494	Sh2d1b2	TRE
ENSMUSG00000073530	Pappa2	TRE
ENSMUSG00000073542	Cep76	TRE
ENSMUSG00000073555	Gm4951	TRE
ENSMUSG00000073565	Prr16	TRE
ENSMUSG00000073591	Pcdhb22	TRE
ENSMUSG00000073602	Serpinb3b	TRE
ENSMUSG00000073633	Fbxo36	TRE
ENSMUSG00000073758	1700029G01Rik	TRE
ENSMUSG00000073771	Btbd19	TRE
ENSMUSG00000073791	Efcab7	TRE
ENSMUSG00000073795	6430531B16Rik	TRE
ENSMUSG00000073888	Ccl27a	TRE
ENSMUSG00000073988	Ttpa	TRE
ENSMUSG00000074004	B3gnt6	TRE
ENSMUSG00000074037	Mc1r	TRE
ENSMUSG00000074121	Ntf5	TRE
ENSMUSG00000074139	1700057G04Rik	TRE
ENSMUSG00000074141	Il4i1	TRE
